Mã KCB,Tên cơ sở,Tên cơ sở (English),Loại hình cơ sở,Cấp cơ sở,Tỉnh/Thành phố,Quận/Huyện,Xã/Phường
     52014,TTYT  Thị xã Hoài Nhơn,Hoai Nhon District Health Center (CS1-hospital),Trung tâm y tế,Tuyến tỉnh,Tỉnh Bình Định,Thị xã Hoài Nhơn,Phường Tam Quan
     52013,TTYT  Huyện Hoài Ân,Hoai An District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Hoài Ân,Xã Ân Thạnh
     52015,TTYT  Huyện Phù Mỹ,Phu My District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Phù Mỹ,Thị trấn Phù Mỹ
     52011,TTYT  Huyện Vĩnh Thạnh,Vinh Thanh District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Vĩnh Thạnh,Thị trấn Vĩnh Thạnh
     52009,TTYT  Huyện Phù Cát,Phu Cat District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Phù Cát,Thị trấn Ngô Mây
     52185_2,TTYT  Huyện Tây Sơn,Tay Son District Health Center (CS2-preventive medicine),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Tây Sơn,Thị trấn Phú Phong
     52007,TTYT  Thị xã An Nhơn,An Nhon Town Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Bình Định,Thị xã An Nhơn,Phường Nhơn Hưng
     52006,TTYT  Huyện Tuy Phước,Tuy Phuoc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Tuy Phước,Thị trấn Diêu Trì
     52008,TTYT  Huyện Vân Canh,Van Canh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Định,Huyện Vân Canh,Thị trấn Vân Canh
     54025,Bệnh viện Mắt Phú Yên,Phu Yen provincial Eye Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường 5
     54016,TTYT  Thành phố Tuy Hòa,Tuy Hòa City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Phú Yên,Thành phố Tuy Hoà,Phường Phú Lâm
     54007,TTYT  Huyện Đồng Xuân,Dong Xuan District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Phú Yên,Huyện Đồng Xuân,Thị trấn La Hai
     54003,TTYT  Huyện Tuy An,Tuy An District Health Center,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Phú Yên,Huyện Tuy An,Thị trấn Chí Thạnh
     54006,TTYT  Huyện Sơn Hòa,Son Hoa District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Phú Yên,Huyện Sơn Hòa,Thị trấn Củng Sơn
     54012,TTYT  Huyện Tây Hòa,Tay Hoa District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Phú Yên,Huyện Tây Hoà,Thị trấn Phú Thứ
     54002,TTYT  Huyện Đông Hòa,Dong Hoa District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Phú Yên,Thị xã Đông Hòa,Phường Hoà Hiệp Trung
     54004,TTYT  Huyện Sông Hinh,Song Hinh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Phú Yên,Huyện Sông Hinh,Thị trấn Hai Riêng
     56011,Bệnh viện Da liễu Khánh Hòa,Khanh Hoa provincial Dermatology Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Khánh Hòa,Thành phố Nha Trang,Phường Vĩnh Hải
     56002,TTYT  Huyện Vạn Ninh,Van Ninh District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Khánh Hòa,Huyện Vạn Ninh,Xã Vạn Lương
     56159,TTYT  Thị xã Ninh Hòa,Ninh Hoa Town Health Center (formerly Ninh Diem Hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Diêm
     56004,TTYT  Huyện Diên Khánh,Dien Khanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Khánh Hòa,Huyện Diên Khánh,Xã Diên Điền
     56158,TTYT  Huyện Cam Lâm,Cam Lam District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức
     56006,TTYT  Huyện Khánh Vĩnh,Khanh Vinh District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh
     56007,TTYT  Huyện Khánh Sơn,Khanh Son District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Khánh Hòa,Huyện Khánh Sơn,Xã Sơn Trung
     64013,TTYT  Thành phố Plei Ku,Pleiku City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Thành phố Pleiku,Phường Yên Đỗ
     64020,Bệnh viện Quân Y 211,211 Military Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Gia Lai,Thành phố Pleiku,Phường Đống Đa
     64010,TTTYT huyện Kbang,KBang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện KBang,Thị trấn KBang
     64029,TTYT  Huyện Đắk Đoa,Dak Doa District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Đăk Đoa,Thị trấn Đăk Đoa
     64038,TTYT Cao su Mang Yang,Trung tâm y tế Cao su Mang Yang,,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Đăk Đoa,Thị trấn Đăk Đoa
     64012,TTYT  Huyện Mang Yang,Mang Yang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Mang Yang,Thị trấn Kon Dơng
     64036,TTYT Cao su ChưPăh,Trung tâm y tế Cao su ChưPăh,,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Chư Păh,Xã Nghĩa Hưng
     64005,TTYT  Huyện Ia Grai,Ia Grai District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Ia Grai,Thị trấn Ia Kha
     64034,TTYT  Huyện Đắk Pơ,Dak Po District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Đăk Pơ,Thị trấn Đak Pơ
     64011,TTYT  Huyện Kông Chro,Kong Chro District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Kông Chro,Thị trấn Kông Chro
     64008,TTYT  Huyện Đức Cơ,Duc Co District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Đức Cơ,Thị trấn Chư Ty
     64035,TTYT Cao su ChưPrông,TTYT Cao su Chư Prông,,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Chư Prông,Xã Ia Drăng
     64007,TTYT  Huyện Chư Sê,Chu Se District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Chư Sê,Thị trấn Chư Sê
     64037,TTYT Cao su Chư Sê,Trung tâm y tế Cao su Chư Sê,,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Chư Sê,Thị trấn Chư Sê
     64033,TTYT huyện Ia Pa,Ia Pa District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Ia Pa,Xã Kim Tân
     64009,TTYT huyện KrôngPa,Krong Pa District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Krông Pa,Thị trấn Phú Túc
     64041,TTYT  Huyện Phú Thiện,Phu Thien District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Phú Thiện,Thị trấn Phú Thiện
     64269,TTYT huyện ChưPưh,Chu Puh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Gia Lai,Huyện Chư Pưh,Thị trấn Nhơn Hoà
     66250,Bệnh viện đại học Y dược Buôn Ma Thuột,Bệnh viện đại học Y dược Buôn Ma Thuột,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân An
     66019,TTYT  Ea H' Leo,Ea H'Leo District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Ea H'leo,Thị trấn Ea Drăng
     66016,Bệnh viện đa khoa huyện Ea Súp,Ea Sup District Health Center (combined hospital and preventive medicine),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Ea Súp,Thị trấn Ea Súp
     66017,Bệnh viện đa khoa huyện Krông Năng,Krong Nang District Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Krông Năng,Thị trấn Krông Năng
     ,TTYT  Buôn Đôn,Buon Don District Health Center (CS2-preventive),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Buôn Đôn,Xã Ea Wer
     66006,Bệnh viện đa khoa huyện MĐrắk,M'Drak District Health Center (combined hospital and preventive),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện M'Đrắk,Thị trấn M'Đrắk
     66004,Bệnh viện đa khoa huyện Krông Pắc,Krong Pak District Health Center (combined hospital and preventive),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Krông Pắc,Thị trấn Phước An
     66010,Bệnh viện đa khoa huyện Krông Ana,Krong Ana District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Krông A Na,Thị trấn Buôn Trấp
     66021,Bệnh viện đa khoa huyện Cư Kuin,Cu Kuin District health Center (CS1-hospital) (former Viet Duc Coffee hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Cư Kuin,Xã Ea Ktur
     66007,Bệnh viện đa khoa huyện Krông Bông,Krong Bong District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Krông Bông,Thị trấn Krông Kmar
     66008,TRUNG TÂM Y TẾ HUYỆN LĂK,Lak District Health Center (combined hospital and preventive),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Lắk,Huyện Lắk,Thị trấn Liên Sơn
     67011,TTYT  Huyện Cư Jút,Cu Jut District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Cư Jút,Thị trấn Ea T'Ling
     67012,TTYT  Huyện Đắk Mil,Dak Mil District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Đắk Mil,Thị trấn Đắk Mil
     67009,TTYT  Huyện Krông Nô,Krong No District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Krông Nô,Xã Nam Đà
     67050,TTYT  Huyện Đắk Song,Dak Song District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Đắk Song,Thị trấn Đức An
     67014,TTYT  Huyện Đắk R'Lấp,Dak R'Lap District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Đắk R'Lấp,Thị trấn Kiến Đức
     67074,TTYT  Huyện Tuy Đức,Tuy Duc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So
     67001,TTYT  Huyện Đắk Glong,Dak Glong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đắk Nông,Huyện Đăk Glong,Xã Quảng Khê
     ,Bênh viện Nhi tỉnh Lâm Đồng,Lam Dong provincial Children's Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Lâm Đồng,Thành phố Đà Lạt,Phường 7
     68300,TTYT  Huyện Lạc Dương,Lac Duong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Lạc Dương,Thị trấn Lạc Dương
     68440,TTYT  Huyện Đức Trọng,Duc Trong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Đức Trọng,Thị trấn Liên Nghĩa
     68510,TTYT  Huyện Lâm Hà,Lam Ha District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Lâm Hà,Thị trấn Đinh Văn
     68720,TTYT  Huyện Bảo Lâm,Bao Lam District Health Center,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Bảo Lâm,Thị trấn Lộc Thắng
     68580,TTYT  Huyện Di Linh,Di Linh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Di Linh,Thị trấn Di Linh
     68790,TTYT  Huyện Đạ Huoai,Da Huoai District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Đạ Huoai,Thị trấn Ma Đa Guôi
     68860,TTYT  Huyện Đạ Tẻh,Da Teh District Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Đạ Tẻh,Thị trấn Đạ Tẻh
     68930,TTYT  Huyện Cát Tiên,Cat Tien District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Cát Tiên,Thị trấn Cát Tiên
     68970,TTYT  Huyện Đam Rông,Dam Rong District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Lâm Đồng,Huyện Đam Rông,Xã Liêng Srônh
     79436.,Bệnh viện Mắt Sài Gòn II,Saigon Eye Hospital II (District 1-HCMC),Bệnh viện chuyên khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 1,Phường Bến Thành
     79414,BV Điều trị COVID-19 Từ Dũ (BV Từ Dũ),Tu Du Hospital (CS1),Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão
     79009,Trung tâm Y tế Quận 3,District 3 Health Center,Trung tâm y tế,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 3,Phường 07
     79398,Bệnh viện Chấn thương chỉnh hình TP HCM,Ho Chi Minh City Trauma and Orthopedics Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 5,Phường 01
     79012,BV Điều trị COVID-19 An Bình (BV An Bình),An Binh Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 5,Phường 07
     79499,BV Điều trị COVID-19 Phạm Ngọc Thạch,Pham Ngoc Thach Hospital (Ho Chi Minh City Lung Hospital),Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 5,Phường 12
     79019,Bệnh viện Quận 7,Bệnh viện Quận 7,Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 7,Phường Tân Phú
     79019,TTYT  Quận 7,District 7 Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 7,Phường Tân Phú
     79022,TTYT  Quận 9,District 9 Health Center (CS1-hospital),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A
     79647,Bệnh viện Hồi sức COVID-19 BV Chợ Rẫy (BVUB Cơ sở 2),BV Hồi sức COVID-19 (BVUB-CS2),Bệnh viện chuyên khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ
     79026,BV Điều trị COVID-19 Trưng Vương (BV Trưng Vương),Trung Vuong Hospital (formerly the Trung Vuong Emergency care Hospital),Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 10,Phường 14
     79596,TTYT Quận 1,District 11 Health Center (CS2-preventive medicine),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 11,Phường 08
     79489,Bệnh viện Tâm Trí Sài Gòn,Tam Tri Saigon General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất
     79580,TTYT  Quận Gò vấp,Go Vap District Health Center (CS3-Preventive),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Gò Vấp,Phường 07
     79035,BV Điều trị COVID-19 Gò Vấp (BV Quận Gò Vấp),Bệnh viện Quận Gò Vấp,Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Gò Vấp,Phường 15
     79033,TTYT  Quận Tân Bình,Tan Binh District Health Center (CS1-Hospital),trung tâm y tế huyện,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Tân Bình,Phường 04
     ,Bệnh viện Đa khoa Mỹ Đức,My Duc Hospital (Tan Binh),Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Tân Bình,Phường 13
     79032,Bệnh viện Quận Phú Nhuận,Phu Nhuan District Health Center (CS1-Hospital),Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Phú Nhuận,Phường 08
     79037,BV Điều trị COVID-19 (BV TP Thủ Đức),Thu Duc District Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Thủ Đức,Phường Tam Phú
     79036,BV Điều trị COVID-19 Thủ Đức (BV ĐKKV Thủ Đức),Thu Duc Regional General Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung
     79488,Bệnh viện Đa khoa Xuyên Á,Xuyen A General Hospital (BVXA-HCMC),Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung
     79039,BV Điều trị COVID-19 Củ Chi (BV Củ Chi),Cu Chi District Health Center (CS1-hospital),Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Huyện Củ Chi,Xã An Nhơn Tây
     79038,Bệnh viện Bình Chánh,Binh Chanh District General Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc
     79505,Bệnh viện Quốc tế City,City International Hospital (CIH),Bệnh viện đa khoa,Tuyến tỉnh,Thành phố Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông
     79042,BV điều trị COVID-19 Cần Giờ,Can Gio District Health Center (CS1-Hospital),Bệnh viện dã chiến,Tuyến tỉnh,Thành phố Hồ Chí Minh,Huyện Cần Giờ,Thị trấn Cần Thạnh
     58082,TTYT  Huyện Ninh Sơn,Ninh Son District Health Center (CS2-preventive medicine),trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn
     58004,TTYT  Huyện Ninh Hải,Ninh Hai District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Ninh Hải,Thị trấn Khánh Hải
     58012,TTYT  Huyện Thuận Bắc,Thuan Bac District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Thuận Bắc,Xã Lợi Hải
     58002,TTYT  Huyện Ninh Phước,Ninh Phuoc District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân
     58074,Bệnh viện Lao và bệnh phổi Ninh Thuận,Ninh Thuan Provincial Tuberculosis and Lung Disease Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận
     58108,BV Dã chiến Thuận Nam - TTYT  Thuận Nam,Thuan Nam District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Thuận Nam,Xã Phước Nam
     58005,TTYT  Huyện Bác Ái,Bac Ai District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Ninh Thuận,Huyện Bác Ái,Xã Phước Đại
     70030,Bệnh viện Y học cổ truyền Bình Phước,Binh Phuoc provincial Traditional Medicine Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Bình Phước,Thành phố Đồng Xoài,Phường Tân Thiện
     70004,TTYT Đồng Phú,Dong Phu District Health Center,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Đồng Phú,Thị trấn Tân Phú
     70072,TTYT TX.Phước Long,Phuoc Long Town Health Center,Trung tâm y tế,Tuyến tỉnh,Tỉnh Bình Phước,Thị xã Phước Long,Phường Thác Mơ
     70006,TTYT Lộc Ninh,Loc Ninh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Lộc Ninh,Thị trấn Lộc Ninh
     70010,Bệnh viện đa khoa Cao su Lộc Ninh,Loc Ninh Rubber Company General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Lộc Ninh,Thị trấn Lộc Ninh
     70007,TTYT Bù Đốp,Bu Dop District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Bù Đốp,Thị trấn Thanh Bình
     70003,TTYT Bù Đăng,Bu Dang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Bù Đăng,Thị trấn Đức Phong
     70008,TTYT Chơn Thành,Chon Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Chơn Thành,Thị trấn Chơn Thành
     70012,Bệnh viện đa khoa Cao su Bình Long,Binh Long Rubber Company General Hospital,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Bình Phước,Thị xã Bình Long,Phường An Lộc
     70084,TTYT Bù Gia Mập,Bu Gia Map District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Bù Gia Mập,Xã Phú Nghĩa
     70002,TTYT Hớn Quản,Hon Quan District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Phước,Huyện Hớn Quản,Thị trấn Tân Khai
     72120,Bệnh viện Phục hồi chức năng Tây Ninh,Tay Ninh Provincial Rehabilitation Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Tây Ninh,Thành phố Tây Ninh,Phường 3
     72009,TTYT  Huyện Tân Châu,Tan Chau District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Huyện Tân Châu,Thị trấn Tân Châu
     72006,TTYT  Huyện Dương Minh Châu,Duong Minh Chau District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Huyện Dương Minh Châu,Thị trấn Dương Minh Châu
     72007,TTYT  Huyện Châu Thành,Chau Thanh District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Huyện Châu Thành,Thị trấn Châu Thành
     72002,Trung tâm y tế thi xã Hòa Thành (bv),Hoa Thanh Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Thị xã Hòa Thành,Phường Long Thành Trung
     72005,TTYT  Huyện Bến Cầu,Ben Cau District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Huyện Bến Cầu,Thị trấn Bến Cầu
     72003,TTYT  Huyện Gò Dầu,Go Dau District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Huyện Gò Dầu,Thị trấn Gò Dầu
     72004,Trung tâm Y tế thị xã Trảng Bàng (bv),Trang Bang Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Tây Ninh,Thị xã Trảng Bàng,Phường Trảng Bàng
     74193,BV Đa khoa Medic - BD,Medic General Hospital-Bình Dương,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Cường
     74001,Bệnh viện đa khoa tỉnh Bình Dương,Binh Duong Provincial General Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành
     74175,Bệnh viện Đa khoa tư nhân Vạn Phúc 1,Hoan My Hospital-Van Phuc 1,Bệnh viện đa khoa,Tuyến tỉnh,Tỉnh Bình Dương,Thành phố Thủ Dầu Một,Phường Tương Bình Hiệp
     74102,TTYT  Huyện Dầu Tiếng,Dau Tieng District Health Center ,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Huyện Dầu Tiếng,Thị trấn Dầu Tiếng
     74050,TTYT  Thị xã Bến Cát,Ben Cat Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Thị xã Bến Cát,Phường Mỹ Phước
     74147,Bệnh viện đa khoa Mỹ Phước,My Phuoc General Hospital,Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Bình Dương,Thị xã Bến Cát,Phường Mỹ Phước
     74089,TTYT  Huyện Phú Giáo,Phu Giao District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Huyện Phú Giáo,Thị trấn Phước Vĩnh
     74066,TTYT  Huyện Tân Uyên,Tan Uyen Town Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Thị xã Tân Uyên,Phường Uyên Hưng
     74039,TTYT  Thị xã Thuận An,Thuan An City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Thành phố Thuận An,Phường Lái Thiêu
     74028,Trung tâm y tế thành phố Dĩ An,Di An City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp
     74201,TTYT Huyện Bắc Tân Uyên,Bac Tan Uyen District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Huyện Bắc Tân Uyên,Thị trấn Tân Thành
     74202,TTYT Huyện Bàu Bàng,Bau Bang District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Bình Dương,Huyện Bàu Bàng,Thị trấn Lai Uyên
     75003,TTYT  Thành phố  Biên Hòa,Bien Hoa City Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Nai,Thành phố Biên Hòa,Phường Tân Mai
     75022,Bệnh viện Nhi Đồng,Dong Nai Provincial Pediatric Hospital ,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Đồng Nai,Thành phố Biên Hòa,Phường Tân Hiệp
     75005,Bệnh viện Phổi Đồng Nai,Dong Nai Provincial Lung Hospital,Bệnh viện chuyên khoa,Tuyến tỉnh,Tỉnh Đồng Nai,Thành phố Biên Hòa,Phường Phước Tân
     75014,TTYT  Huyện Tân Phú,Tan Phu District Health Center,trung tâm y tế huyện,Tuyến tỉnh,Tỉnh Đồng Nai,Huyện Tân Phú,Thị trấn Tân Phú
     75015,TTYT  Huyện Vĩnh Cửu,Vinh Cuu District Health Center (CS1-BV),Trung tâm y tế,Tuyến tỉnh,Tỉnh Đồng Nai,Huyện Vĩnh Cửu,Thị trấn Vĩnh An
     75026,TTYT huyện Thống Nhất,TTYT Thống Nhất ( cơ sờ 1),Bệnh viện dã chiến,Tuyến tỉnh,Tỉnh Đồng Nai,Huyện Thống Nhất,Thị trấn Dầu Giây
